StartDate,EndDate,Progress,duration_seconds,Finished,ResponseId,first_time,recieved_survey,recieved_survey_3_TEXT,code_relation,code_relation_4_TEXT,age_part,sex_bio,gender,gender_4_TEXT,rel_status_1,rel_status_1_8_TEXT,relationship_length#1_1_1,relationship_length#1_2_1,children,sex_or_part,sex_or_part_5_TEXT,ethnic,ethnic_7_TEXT,grs_sat_happy,grs_com_commit,grs_int_connected,grs_tru_count,grs_pas_intense,grs_lov_love,ex_g_1,ex_g_2,e_g_3,e_g_4,e_g_5,ex_qt_1,ex_qt_2,ex_qt_3,e_qt_4,e_qt_5,e_qt_6,ex_pt_1,e_pt_2,e_pt_3,e_pt_4,ex_aos-pt_1,ex_aos-pt_2,ex_aos-pt_3,ex_aos_1,ex_aos_2,e_aos_3,e_aos_4,e_aos_5,ex_woa_1,ex_woa_2,ex_woa_3,ex_woa_4,ex_woa_5,ex_woa_6,ex_woa_rev_1,rec_g_1,rec_g_2,rec_g_3,rec_g_4,rec_g_5,rec_qt_1,rec_qt_2,rec_qt_3,rec_qt_4,rec_qt_5,rec_qt_6,rec_pt_1,rec_pt_2,rec_pt_3,rec_pt_4,rec_aos-pt_1,rec_aos-pt_2,rec_aos_pt_3,rec_aos_1,rec_aos_2,rec_aos_3,rec_aos_4,rec_aos_5,rec_woa_1,rec_woa_2,rec_woa_3,rec_woa_4,rec_woa_5,rec_woa_6,rec_woa_rev_1,honest,read,participant_rq,numbergen,randomnumber,pid,sample,time_collected,duration_minutes,rel_leng_months,rel_leng_years,ethnic_1,year_born,taken_before,pref_express,pref_recieve,top_ll,circ_sat,age_float
2024-07-11 15:45:27,2024-07-11 15:54:20,100,533,1.0,R_3fE3JpmyNzMtu8C,1.0,1.0,,,,26.0,1.0,1.0,,3.0,,2.0,9.0,1.0,1.0,,2,,5.0,6.0,7.0,6.0,5.0,7.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,,21475618,,46,SM,july11_to_july23,8.883333333333333,33.0,2.75,2.0,1997.0,27.0,3.0,3.0,3.0,4.0,
2024-07-11 15:41:11,2024-07-11 15:54:38,100,807,1.0,R_1QLPvF0IutyuBhU,1.0,1.0,,,,67.0,2.0,2.0,,6.0,,40.0,,3.0,1.0,,2,,,,,,,,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,,3.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,5.0,,28438061,,47,SM,july11_to_july23,13.45,480.0,40.0,2.0,1956.0,26.0,5.0,5.0,,4.0,
2024-07-11 15:46:00,2024-07-11 15:54:46,100,525,1.0,R_1nezd8ZT9GjDVQL,1.0,1.0,,,,30.0,2.0,2.0,,3.0,,7.0,2.0,1.0,3.0,,2,,4.0,6.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,5.0,,87272923,,48,SM,july11_to_july23,8.75,86.0,7.166666666666667,2.0,1994.0,26.0,2.0,4.0,,2.0,
2024-07-11 15:49:14,2024-07-11 15:55:22,100,367,1.0,R_7USA5BicKD45Hd7,1.0,1.0,,,,26.0,2.0,2.0,,2.0,,,1.0,1.0,3.0,,1,,,,,,,,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,1.0,4.0,5.0,,71208243,,49,SM,july11_to_july23,6.116666666666666,1.0,0.0833333333333333,1.0,1998.0,27.0,5.0,4.0,3.0,4.0,
2024-07-11 15:49:01,2024-07-11 15:55:31,100,389,1.0,R_2xE7Z1D5pJ7L04Q,1.0,1.0,,,,26.0,1.0,1.0,,1.0,,,,1.0,3.0,,2,,,,,,,,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,5.0,,37434756,,50,SM,july11_to_july23,6.483333333333333,,,2.0,1997.0,26.0,4.0,3.0,,3.0,
2024-07-11 15:50:58,2024-07-11 15:55:44,100,286,1.0,R_8fm6Fa5Ync8UPuI,1.0,1.0,,,,38.0,1.0,1.0,,6.0,,7.0,,1.0,1.0,,2,,,,,,,,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,5.0,,66038162,,51,SM,july11_to_july23,4.766666666666667,84.0,7.0,2.0,1985.0,26.0,4.0,4.0,,2.0,
2024-07-11 15:43:59,2024-07-11 15:55:51,100,711,1.0,R_8LUOPhVpD8sEFRH,1.0,1.0,,,,34.0,2.0,2.0,,6.0,,15.0,5.0,1.0,1.0,,2,,,,,,,,2.0,2.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,4.0,5.0,N/a,59843504,,52,SM,july11_to_july23,11.85,185.0,15.416666666666666,2.0,1990.0,26.0,5.0,3.0,,4.0,
2024-07-11 15:45:59,2024-07-11 15:56:24,100,625,1.0,R_30Ozz6qivkijTKx,1.0,1.0,,,,40.0,2.0,2.0,,6.0,,15.0,9.0,5.0,1.0,,2,,,,,,,,1.0,1.0,4.0,1.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,1.0,4.0,5.0,,60101719,,53,SM,july11_to_july23,10.416666666666666,189.0,15.75,2.0,1984.0,26.0,3.0,5.0,,3.0,
2024-07-11 15:51:01,2024-07-11 15:57:07,100,366,1.0,R_2gTqx84ipuixtIB,1.0,1.0,,,,32.0,1.0,1.0,,3.0,,4.0,,1.0,1.0,,2,,6.0,6.0,6.0,6.0,6.0,6.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,4.0,5.0,,83340295,,54,SM,july11_to_july23,6.1,48.0,4.0,2.0,1992.0,27.0,1.0,5.0,6.0,,
2024-07-11 15:49:09,2024-07-11 15:57:40,100,511,1.0,R_1dmDYy3l051cdbw,1.0,3.0,Aella on X,,,51.0,1.0,1.0,,2.0,,5.0,6.0,3.0,1.0,,2,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,1.0,4.0,5.0,,63147437,,55,SM,july11_to_july23,8.516666666666667,66.0,5.5,2.0,1972.0,26.0,3.0,4.0,,3.0,
2024-07-11 15:51:30,2024-07-11 15:58:21,100,411,1.0,R_2NCdeuR2OChndvQ,1.0,1.0,,,,25.0,1.0,1.0,,6.0,,9.0,9.0,1.0,1.0,,2,,,,,,,,3.0,2.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,1.0,4.0,5.0,,75175082,,56,SM,july11_to_july23,6.85,117.0,9.75,2.0,1999.0,27.0,1.0,4.0,1.0,3.0,
2024-07-11 15:51:53,2024-07-11 15:59:49,100,475,1.0,R_5rIET85p5r272LT,1.0,1.0,,,,56.0,2.0,2.0,,6.0,,13.0,3.0,2.0,1.0,,7,Decline ,,,,,,,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,1.0,4.0,5.0,,22253314,,57,SM,july11_to_july23,7.916666666666667,159.0,13.25,7.0,1968.0,27.0,1.0,4.0,6.0,4.0,
2024-07-11 15:52:41,2024-07-11 16:00:33,100,472,1.0,R_2LkxLJdliQ9W6tP,1.0,1.0,,,,21.0,1.0,1.0,,1.0,,,,1.0,1.0,,2,,,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,4.0,5.0,,52286177,,58,SM,july11_to_july23,7.866666666666666,,,2.0,2002.0,26.0,1.0,4.0,,4.0,
2024-07-11 15:54:59,2024-07-11 16:00:49,100,349,1.0,R_5O7hdI68aoRcxPU,1.0,1.0,,,,35.0,1.0,1.0,,6.0,,5.0,10.0,2.0,3.0,,2,,,,,,,,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,,42830068,,59,SM,july11_to_july23,5.816666666666666,70.0,5.833333333333333,2.0,1988.0,27.0,4.0,1.0,6.0,2.0,
2024-07-11 15:52:58,2024-07-11 16:01:05,100,487,1.0,R_2rIyCV2cLcKIeAV,1.0,1.0,,,,25.0,1.0,4.0,No,6.0,,2.0,5.0,1.0,3.0,,2,,,,,,,,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,,26314055,,60,SM,july11_to_july23,8.116666666666667,29.0,2.4166666666666665,2.0,1998.0,27.0,4.0,4.0,4.0,4.0,
2024-07-11 15:44:03,2024-07-11 16:01:13,100,1030,1.0,R_7arI56nqRTjnYvH,1.0,1.0,,,,38.0,1.0,1.0,,6.0,,4.0,5.0,2.0,1.0,,"1,2",,,,,,,,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,1.0,4.0,5.0,,19667899,,61,SM,july11_to_july23,17.166666666666668,53.0,4.416666666666667,8.0,1985.0,27.0,5.0,5.0,1.0,3.0,
2024-07-11 15:56:32,2024-07-11 16:01:22,100,290,1.0,R_5JpXfYEba13cmQw,1.0,1.0,,,,25.0,2.0,2.0,,3.0,,2.0,5.0,1.0,3.0,,2,,7.0,7.0,6.0,6.0,6.0,7.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,,49893860,,62,SM,july11_to_july23,4.833333333333333,29.0,2.4166666666666665,2.0,1999.0,26.0,3.0,3.0,,4.0,
2024-07-11 15:53:39,2024-07-11 16:01:41,100,482,1.0,R_5PgPhAzMxYHHq0h,1.0,1.0,,,,65.0,1.0,1.0,,1.0,,,,3.0,1.0,,2,,,,,,,,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,5.0,,32599388,,63,SM,july11_to_july23,8.033333333333333,,,2.0,1958.0,26.0,4.0,3.0,,2.0,
2024-07-11 15:50:39,2024-07-11 16:01:44,100,664,1.0,R_3tbuMfqLiAohrXT,1.0,1.0,,,,40.0,2.0,2.0,,8.0,Married/currently exclusive but have permission to date outside of relationship and have before; spouse monogamous,,,2.0,1.0,,2,,,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,,14990849,,64,SM,july11_to_july23,11.066666666666666,,,2.0,1983.0,26.0,3.0,3.0,,3.0,
2024-07-11 15:50:58,2024-07-11 16:02:03,100,665,1.0,R_2efbvzoP6hm7qh3,1.0,1.0,,,,30.0,2.0,2.0,,3.0,,4.0,5.0,1.0,3.0,,7,Jewish ,7.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,5.0,2.0,3.0,1.0,4.0,5.0,,25211967,,65,SM,july11_to_july23,11.083333333333334,53.0,4.416666666666667,7.0,1994.0,26.0,4.0,5.0,,4.0,
2024-07-11 15:55:39,2024-07-11 16:02:04,100,385,1.0,R_5OlBByi4pLysdho,1.0,1.0,,,,31.0,1.0,1.0,,6.0,,2.0,4.0,1.0,1.0,,2,,,,,,,,2.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,5.0,,87514721,,66,SM,july11_to_july23,6.416666666666667,28.0,2.333333333333333,2.0,1992.0,26.0,3.0,4.0,,3.0,
2024-07-11 15:50:58,2024-07-11 16:02:08,100,669,1.0,R_3p3jlbgDQMjDYvN,1.0,1.0,,,,38.0,1.0,1.0,,1.0,,,,1.0,1.0,,2,,,,,,,,1.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,,43039304,,67,SM,july11_to_july23,11.15,,,2.0,1985.0,26.0,3.0,2.0,,3.0,
2024-07-11 15:54:44,2024-07-11 16:02:34,100,469,1.0,R_2nUX2qYTdnBc4Se,1.0,1.0,,,,54.0,1.0,1.0,,8.0,Married and cheating,,,6.0,1.0,,2,,,,,,,,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,,33897169,,68,SM,july11_to_july23,7.816666666666666,,,2.0,1970.0,26.0,4.0,4.0,,3.0,
2024-07-11 15:58:18,2024-07-11 16:03:01,100,282,1.0,R_8pYaW6jsBzFTplP,1.0,1.0,,,,56.0,1.0,1.0,,1.0,,,,3.0,3.0,,2,,,,,,,,1.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,,79064570,,69,SM,july11_to_july23,4.7,,,2.0,1968.0,26.0,3.0,3.0,,4.0,
2024-07-11 15:58:17,2024-07-11 16:03:45,100,327,1.0,R_8rDiHTtTUrnLG7J,1.0,1.0,,,,52.0,1.0,1.0,,6.0,,16.0,,3.0,1.0,,2,,,,,,,,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,,75538233,,70,SM,july11_to_july23,5.45,192.0,16.0,2.0,1971.0,26.0,3.0,3.0,,4.0,
2024-07-11 15:58:48,2024-07-11 16:04:14,100,326,1.0,R_5Ce8bV38ZjH1G03,1.0,1.0,,,,33.0,2.0,2.0,,2.0,,7.0,11.0,1.0,1.0,,2,,,,,,,,2.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,1.0,4.0,5.0,,26150858,,71,SM,july11_to_july23,5.433333333333334,95.0,7.916666666666667,2.0,1990.0,27.0,3.0,1.0,3.0,3.0,
2024-07-11 15:57:03,2024-07-11 16:04:36,100,453,1.0,R_4oZtZawwR2pfb28,1.0,1.0,,,,40.0,1.0,1.0,,6.0,,16.0,10.0,5.0,1.0,,2,,,,,,,,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,4.0,5.0,,26221600,,72,SM,july11_to_july23,7.55,202.0,16.833333333333332,2.0,1983.0,26.0,3.0,1.0,,4.0,
2024-07-11 15:57:49,2024-07-11 16:04:43,100,414,1.0,R_4TIS2hC14mkMz6h,1.0,1.0,,,,42.0,1.0,1.0,,6.0,,11.0,9.0,3.0,1.0,,2,,,,,,,,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,5.0,,93943053,,73,SM,july11_to_july23,6.9,141.0,11.75,2.0,1982.0,26.0,5.0,1.0,,4.0,
2024-07-11 15:58:54,2024-07-11 16:06:01,100,426,1.0,R_2tcnFOOvRq9cQPU,1.0,1.0,,,,58.0,2.0,2.0,,6.0,,30.0,,3.0,1.0,,2,,,,,,,,3.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,1.0,4.0,5.0,,72655154,,74,SM,july11_to_july23,7.1,360.0,30.0,2.0,1966.0,26.0,3.0,3.0,,2.0,
2024-07-11 15:58:54,2024-07-11 16:06:16,100,441,1.0,R_4K2yuBzGf2aXmZH,1.0,1.0,,,,52.0,1.0,1.0,,3.0,,8.0,1.0,5.0,1.0,,7,Mixed race Polynesian and European ,5.0,6.0,6.0,5.0,7.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,5.0,I have none as yet,18095863,,75,SM,july11_to_july23,7.35,97.0,8.083333333333334,7.0,1972.0,26.0,4.0,1.0,,2.0,
2024-07-11 15:53:37,2024-07-11 16:06:35,100,777,1.0,R_21GbzDV4t39u24h,1.0,1.0,,,,27.0,1.0,1.0,,1.0,,,,1.0,1.0,,1,,,,,,,,4.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,5.0,3.0,3.0,4.0,1.0,4.0,5.0,,85102450,,76,SM,july11_to_july23,12.95,,,1.0,1997.0,26.0,5.0,3.0,,2.0,
